hhID,obsHourMin,season,meanW
rf_32,00:00:00,Autumn,10.34163043478261
rf_32,00:00:00,Spring,10.695604395604395
rf_32,00:00:00,Summer,0
rf_32,00:00:00,Winter,25.14358695652174
rf_32,00:01:00,Autumn,13.33054347826087
rf_32,00:01:00,Spring,10.685054945054945
rf_32,00:01:00,Summer,0
rf_32,00:01:00,Winter,26.170978260869564
rf_32,00:02:00,Autumn,15.297282608695651
rf_32,00:02:00,Spring,10.878131868131868
rf_32,00:02:00,Summer,0
rf_32,00:02:00,Winter,27.502717391304348
rf_32,00:03:00,Autumn,15.049673913043478
rf_32,00:03:00,Spring,11.03989010989011
rf_32,00:03:00,Summer,0
rf_32,00:03:00,Winter,27.94663043478261
rf_32,00:04:00,Autumn,14.001739130434782
rf_32,00:04:00,Spring,11.196483516483514
rf_32,00:04:00,Summer,0
rf_32,00:04:00,Winter,27.04836956521739
rf_32,00:05:00,Autumn,12.922934782608694
rf_32,00:05:00,Spring,8.853186813186815
rf_32,00:05:00,Summer,0
rf_32,00:05:00,Winter,26.284347826086954
rf_32,00:06:00,Autumn,12.835217391304347
rf_32,00:06:00,Spring,6.85076923076923
rf_32,00:06:00,Summer,0
rf_32,00:06:00,Winter,26.160434782608693
rf_32,00:07:00,Autumn,12.855652173913043
rf_32,00:07:00,Spring,6.845494505494506
rf_32,00:07:00,Summer,0
rf_32,00:07:00,Winter,26.12945652173913
rf_32,00:08:00,Autumn,13.134347826086957
rf_32,00:08:00,Spring,11.838351648351647
rf_32,00:08:00,Summer,0
rf_32,00:08:00,Winter,26.13478260869565
rf_32,00:09:00,Autumn,15.132065217391306
rf_32,00:09:00,Spring,13.101428571428572
rf_32,00:09:00,Summer,0
rf_32,00:09:00,Winter,26.945
rf_32,00:10:00,Autumn,19.354673913043477
rf_32,00:10:00,Spring,10.11087912087912
rf_32,00:10:00,Summer,0
rf_32,00:10:00,Winter,27.58521739130435
rf_32,00:11:00,Autumn,13.511086956521739
rf_32,00:11:00,Spring,10.043076923076924
rf_32,00:11:00,Summer,0
rf_32,00:11:00,Winter,26.95021739130435
rf_32,00:12:00,Autumn,10.083478260869565
rf_32,00:12:00,Spring,10.11098901098901
rf_32,00:12:00,Summer,0
rf_32,00:12:00,Winter,26.506304347826084
rf_32,00:13:00,Autumn,11.606304347826086
rf_32,00:13:00,Spring,10.173626373626373
rf_32,00:13:00,Summer,0
rf_32,00:13:00,Winter,26.48576086956522
rf_32,00:14:00,Autumn,12.845217391304347
rf_32,00:14:00,Spring,10.163076923076922
rf_32,00:14:00,Summer,0
rf_32,00:14:00,Winter,25.871413043478263
rf_32,00:15:00,Autumn,13.898369565217392
rf_32,00:15:00,Spring,9.171538461538463
rf_32,00:15:00,Summer,0
rf_32,00:15:00,Winter,25.303695652173914
rf_32,00:16:00,Autumn,13.516304347826088
rf_32,00:16:00,Spring,6.85076923076923
rf_32,00:16:00,Summer,0
rf_32,00:16:00,Winter,25.019782608695653
rf_32,00:17:00,Autumn,12.633695652173913
rf_32,00:17:00,Spring,6.887362637362638
rf_32,00:17:00,Summer,0
rf_32,00:17:00,Winter,24.22467391304348
rf_32,00:18:00,Autumn,12.53554347826087
rf_32,00:18:00,Spring,6.882087912087912
rf_32,00:18:00,Summer,0
rf_32,00:18:00,Winter,24.002717391304348
rf_32,00:19:00,Autumn,12.628478260869565
rf_32,00:19:00,Spring,6.882087912087912
rf_32,00:19:00,Summer,0
rf_32,00:19:00,Winter,24.704782608695655
rf_32,00:20:00,Autumn,12.81945652173913
rf_32,00:20:00,Spring,6.918571428571429
rf_32,00:20:00,Summer,0
rf_32,00:20:00,Winter,26.48576086956522
rf_32,00:21:00,Autumn,15.132065217391302
rf_32,00:21:00,Spring,6.913296703296703
rf_32,00:21:00,Summer,0
rf_32,00:21:00,Winter,27.239347826086956
rf_32,00:22:00,Autumn,19.20510869565217
rf_32,00:22:00,Spring,6.8768131868131865
rf_32,00:22:00,Summer,0
rf_32,00:22:00,Winter,25.680434782608696
rf_32,00:23:00,Autumn,12.984782608695651
rf_32,00:23:00,Spring,6.882087912087912
rf_32,00:23:00,Summer,0
rf_32,00:23:00,Winter,25.4275
rf_32,00:24:00,Autumn,10.057717391304347
rf_32,00:24:00,Spring,6.882087912087912
rf_32,00:24:00,Summer,0
rf_32,00:24:00,Winter,25.46891304347826
rf_32,00:25:00,Autumn,11.621956521739131
rf_32,00:25:00,Spring,6.887362637362638
rf_32,00:25:00,Summer,0
rf_32,00:25:00,Winter,25.14869565217391
rf_32,00:26:00,Autumn,12.762826086956522
rf_32,00:26:00,Spring,6.882087912087912
rf_32,00:26:00,Summer,0
rf_32,00:26:00,Winter,24.839021739130434
rf_32,00:27:00,Autumn,13.77445652173913
rf_32,00:27:00,Spring,6.913296703296703
rf_32,00:27:00,Summer,0
rf_32,00:27:00,Winter,24.16282608695652
rf_32,00:28:00,Autumn,13.624891304347827
rf_32,00:28:00,Spring,6.913296703296703
rf_32,00:28:00,Summer,0
rf_32,00:28:00,Winter,24.023260869565217
rf_32,00:29:00,Autumn,12.762826086956522
rf_32,00:29:00,Spring,6.913296703296703
rf_32,00:29:00,Summer,0
rf_32,00:29:00,Winter,24.312391304347823
rf_32,00:30:00,Autumn,12.669891304347827
rf_32,00:30:00,Spring,6.944615384615385
rf_32,00:30:00,Summer,0
rf_32,00:30:00,Winter,24.8629347826087
rf_32,00:31:00,Autumn,12.690434782608696
rf_32,00:31:00,Spring,6.913296703296703
rf_32,00:31:00,Summer,0
rf_32,00:31:00,Winter,25.46695652173913
rf_32,00:32:00,Autumn,13.04141304347826
rf_32,00:32:00,Spring,6.887362637362638
rf_32,00:32:00,Summer,0
rf_32,00:32:00,Winter,26.003804347826087
rf_32,00:33:00,Autumn,16.123260869565218
rf_32,00:33:00,Spring,6.81945054945055
rf_32,00:33:00,Summer,0
rf_32,00:33:00,Winter,25.301739130434786
rf_32,00:34:00,Autumn,19.158804347826088
rf_32,00:34:00,Spring,6.8247252747252745
rf_32,00:34:00,Summer,0
rf_32,00:34:00,Winter,24.70804347826087
rf_32,00:35:00,Autumn,11.239999999999998
rf_32,00:35:00,Spring,6.8247252747252745
rf_32,00:35:00,Summer,0
rf_32,00:35:00,Winter,24.682826086956517
rf_32,00:36:00,Autumn,10.22304347826087
rf_32,00:36:00,Spring,6.756813186813186
rf_32,00:36:00,Summer,0
rf_32,00:36:00,Winter,25.002934782608694
rf_32,00:37:00,Autumn,11.74586956521739
rf_32,00:37:00,Spring,6.762087912087912
rf_32,00:37:00,Summer,4.105494505494506
rf_32,00:37:00,Winter,25.024891304347825
rf_32,00:38:00,Autumn,12.773260869565217
rf_32,00:38:00,Spring,6.756813186813186
rf_32,00:38:00,Summer,6.354835164835165
rf_32,00:38:00,Winter,25.024891304347825
rf_32,00:39:00,Autumn,13.686847826086957
rf_32,00:39:00,Spring,6.7881318681318685
rf_32,00:39:00,Summer,6.198241758241758
rf_32,00:39:00,Winter,24.73576086956522
rf_32,00:40:00,Autumn,13.088043478260868
rf_32,00:40:00,Spring,6.7881318681318685
rf_32,00:40:00,Summer,6.260879120879121
rf_32,00:40:00,Winter,25.01296703296703
rf_32,00:41:00,Autumn,12.391195652173913
rf_32,00:41:00,Spring,6.814175824175824
rf_32,00:41:00,Summer,6.417362637362637
rf_32,00:41:00,Winter,24.52782608695652
rf_32,00:42:00,Autumn,12.453152173913043
rf_32,00:42:00,Spring,6.81945054945055
rf_32,00:42:00,Summer,6.354835164835165
rf_32,00:42:00,Winter,28.82282608695652
rf_32,00:43:00,Autumn,12.644130434782609
rf_32,00:43:00,Spring,6.7881318681318685
rf_32,00:43:00,Summer,6.386043956043956
rf_32,00:43:00,Winter,34.47010869565217
rf_32,00:44:00,Autumn,14.858586956521739
rf_32,00:44:00,Spring,6.81945054945055
rf_32,00:44:00,Summer,6.448681318681319
rf_32,00:44:00,Winter,37.928586956521734
rf_32,00:45:00,Autumn,17.331304347826087
rf_32,00:45:00,Spring,6.814175824175824
rf_32,00:45:00,Summer,6.448681318681319
rf_32,00:45:00,Winter,42.45956521739131
rf_32,00:46:00,Autumn,9.871956521739131
rf_32,00:46:00,Spring,9.589010989010989
rf_32,00:46:00,Summer,6.448681318681319
rf_32,00:46:00,Winter,48.76260869565217
rf_32,00:47:00,Autumn,10.16108695652174
rf_32,00:47:00,Spring,15.413406593406592
rf_32,00:47:00,Summer,6.4799999999999995
rf_32,00:47:00,Winter,55.11239130434783
rf_32,00:48:00,Autumn,13.010434782608696
rf_32,00:48:00,Spring,19.953956043956044
rf_32,00:48:00,Summer,6.573956043956044
rf_32,00:48:00,Winter,54.0645652173913
rf_32,00:49:00,Autumn,14.600434782608696
rf_32,00:49:00,Spring,21.629230769230773
rf_32,00:49:00,Summer,6.542637362637363
rf_32,00:49:00,Winter,50.28065217391304
rf_32,00:50:00,Autumn,14.096304347826088
rf_32,00:50:00,Spring,20.434065934065934
rf_32,00:50:00,Summer,6.4799999999999995
rf_32,00:50:00,Winter,45.76358695652174
rf_32,00:51:00,Autumn,13.227282608695651
rf_32,00:51:00,Spring,14.160879120879121
rf_32,00:51:00,Summer,6.636483516483516
rf_32,00:51:00,Winter,40.90086956521739
rf_32,00:52:00,Autumn,13.134347826086955
rf_32,00:52:00,Spring,15.737032967032967
rf_32,00:52:00,Summer,6.793076923076923
rf_32,00:52:00,Winter,42.28945652173913
rf_32,00:53:00,Autumn,9.181739130434783
rf_32,00:53:00,Spring,17.673296703296703
rf_32,00:53:00,Summer,7.0540659340659335
rf_32,00:53:00,Winter,43.83782608695652
rf_32,00:54:00,Autumn,9.119782608695653
rf_32,00:54:00,Spring,18.52912087912088
rf_32,00:54:00,Summer,6.996703296703298
rf_32,00:54:00,Winter,43.254782608695656
rf_32,00:55:00,Autumn,8.459130434782608
rf_32,00:55:00,Spring,17.443626373626373
rf_32,00:55:00,Summer,7.059340659340659
rf_32,00:55:00,Winter,42.01054347826087
rf_32,00:56:00,Autumn,8.52108695652174
rf_32,00:56:00,Spring,13.67021978021978
rf_32,00:56:00,Summer,7.153186813186814
rf_32,00:56:00,Winter,41.74217391304348
rf_32,00:57:00,Autumn,9.883804347826086
rf_32,00:57:00,Spring,12.736043956043956
rf_32,00:57:00,Summer,7.18978021978022
rf_32,00:57:00,Winter,42.25847826086956
rf_32,00:58:00,Autumn,13.848260869565218
rf_32,00:58:00,Spring,12.642087912087911
rf_32,00:58:00,Summer,7.158461538461538
rf_32,00:58:00,Winter,43.29597826086957
rf_32,00:59:00,Autumn,8.644891304347826
rf_32,00:59:00,Spring,12.36032967032967
rf_32,00:59:00,Summer,7.221098901098901
rf_32,00:59:00,Winter,46.50673913043478
rf_32,01:00:00,Autumn,5.5426086956521745
rf_32,01:00:00,Spring,8.748681318681319
rf_32,01:00:00,Summer,7.18978021978022
rf_32,01:00:00,Winter,49.830978260869564
rf_32,01:01:00,Autumn,7.855108695652174
rf_32,01:01:00,Spring,6.85076923076923
rf_32,01:01:00,Summer,7.252417582417583
rf_32,01:01:00,Winter,50.40923913043478
rf_32,01:02:00,Autumn,9.568913043478261
rf_32,01:02:00,Spring,6.85076923076923
rf_32,01:02:00,Summer,7.570769230769232
rf_32,01:02:00,Winter,45.67554347826086
rf_32,01:03:00,Autumn,10.172934782608696
rf_32,01:03:00,Spring,6.856043956043956
rf_32,01:03:00,Summer,7.508131868131868
rf_32,01:03:00,Winter,40.12119565217392
rf_32,01:04:00,Autumn,9.377934782608696
rf_32,01:04:00,Spring,6.85076923076923
rf_32,01:04:00,Summer,7.440219780219779
rf_32,01:04:00,Winter,43.72934782608696
rf_32,01:05:00,Autumn,8.846304347826088
rf_32,01:05:00,Spring,6.845494505494506
rf_32,01:05:00,Summer,7.414175824175825
rf_32,01:05:00,Winter,44.86010869565217
rf_32,01:06:00,Autumn,8.841195652173912
rf_32,01:06:00,Spring,6.85076923076923
rf_32,01:06:00,Summer,7.414175824175825
rf_32,01:06:00,Winter,36.5954347826087
rf_32,01:07:00,Autumn,8.90304347826087
rf_32,01:07:00,Spring,6.85076923076923
rf_32,01:07:00,Summer,7.4715384615384615
rf_32,01:07:00,Winter,37.963478260869564
rf_32,01:08:00,Autumn,8.939239130434782
rf_32,01:08:00,Spring,6.814175824175824
rf_32,01:08:00,Summer,7.445494505494505
rf_32,01:08:00,Winter,41.07086956521739
rf_32,01:09:00,Autumn,9.088804347826086
rf_32,01:09:00,Spring,6.81945054945055
rf_32,01:09:00,Summer,7.596813186813186
rf_32,01:09:00,Winter,41.57956043956044
rf_32,01:10:00,Autumn,10.105760869565218
rf_32,01:10:00,Spring,6.856043956043956
rf_32,01:10:00,Summer,7.445494505494505
rf_32,01:10:00,Winter,40.35847826086957
rf_32,01:11:00,Autumn,14.462717391304347
rf_32,01:11:00,Spring,6.85076923076923
rf_32,01:11:00,Summer,7.4715384615384615
rf_32,01:11:00,Winter,40.12608695652174
rf_32,01:12:00,Autumn,12.588804347826088
rf_32,01:12:00,Spring,6.85076923076923
rf_32,01:12:00,Summer,7.502857142857143
rf_32,01:12:00,Winter,44.01858695652174
rf_32,01:13:00,Autumn,6.450978260869565
rf_32,01:13:00,Spring,6.882087912087912
rf_32,01:13:00,Summer,7.346373626373627
rf_32,01:13:00,Winter,49.149891304347825
rf_32,01:14:00,Autumn,6.518152173913043
rf_32,01:14:00,Spring,6.882087912087912
rf_32,01:14:00,Summer,7.377582417582418
rf_32,01:14:00,Winter,49.37173913043478
rf_32,01:15:00,Autumn,8.200978260869565
